/home/zzydty/minigrid-a2c-ppo-dqn/scripts/train.py --env MiniGrid-FourDoor-v0 --algo dqn --model dqn-partial_obs-2 --frames 1000000 --procs 1 --batch-size 300 --max-memory 1500 --seed 2 --update-interval 20

Namespace(algo='dqn', batch_size=300, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='MiniGrid-FourDoor-v0', episodes=10000000, epochs=4, frames=1000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, max_memory=1500, mem=False, model='dqn-partial_obs-2', optim_alpha=0.99, optim_eps=1e-08, procs=1, recurrence=1, save_interval=100, seed=2, text=False, update_interval=20, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

QModel(
  (conv1): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
  (conv2): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
  (conv3): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (head): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=5, bias=True)
  )
)

Optimizer loaded

U 1 | E 1 | F 000324 | FPS 3849 | D 0 | rR:μσmM 0.02 0.19 0.00 2.00 | pL 0.025
U 9220 | E 9220 | F 907157 | FPS 3289 | D 293 | rR:μσmM 8.53 91.66 0.00 1000.00 | pL 13.476
U 9221 | E 9221 | F 907276 | FPS 3260 | D 293 | rR:μσmM 8.45 91.28 0.00 1000.00 | pL 10.142
U 9222 | E 9222 | F 907348 | FPS 2878 | D 293 | rR:μσmM 13.94 117.02 0.00 1000.00 | pL 6.755
U 9223 | E 9223 | F 907393 | FPS 2478 | D 293 | rR:μσmM 22.36 147.39 0.00 1000.00 | pL 16.745
U 9224 | E 9224 | F 907444 | FPS 2452 | D 293 | rR:μσmM 19.69 138.64 0.00 1000.00 | pL 16.703
U 9225 | E 9225 | F 907537 | FPS 3172 | D 293 | rR:μσmM 10.82 103.13 0.00 1000.00 | pL 13.383
U 9226 | E 9226 | F 907602 | FPS 2891 | D 293 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 6.767
U 9227 | E 9227 | F 907640 | FPS 2392 | D 293 | rR:μσmM 26.42 160.06 0.00 1000.00 | pL 13.400
U 9228 | E 9228 | F 907839 | FPS 3737 | D 293 | rR:μσmM 5.08 70.71 0.00 1000.00 | pL 6.849
U 9229 | E 9229 | F 907916 | FPS 3070 | D 293 | rR:μσmM 13.04 113.21 0.00 1000.00 | pL 6.777
U 9230 | E 9230 | F 908004 | FPS 3146 | D 293 | rR:μσmM 11.43 105.99 0.00 1000.00 | pL 6.790
U 9231 | E 9231 | F 908050 | FPS 2503 | D 293 | rR:μσmM 21.87 145.81 0.00 1000.00 | pL 23.380
U 9232 | E 9232 | F 908146 | FPS 3247 | D 293 | rR:μσmM 10.50 101.52 0.00 1000.00 | pL 16.729
U 9233 | E 9233 | F 908209 | FPS 2645 | D 293 | rR:μσmM 15.94 124.98 0.00 1000.00 | pL 13.422
U 9234 | E 9234 | F 908371 | FPS 3679 | D 293 | rR:μσmM 6.21 78.32 0.00 1000.00 | pL 10.118
U 9235 | E 9235 | F 908433 | FPS 2809 | D 293 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 13.369
U 9236 | E 9236 | F 908512 | FPS 3005 | D 293 | rR:μσmM 12.73 111.79 0.00 1000.00 | pL 10.060
U 9237 | E 9237 | F 908584 | FPS 2939 | D 293 | rR:μσmM 13.97 117.02 0.00 1000.00 | pL 6.777
U 9238 | E 9238 | F 908681 | FPS 3363 | D 293 | rR:μσmM 10.37 101.00 0.00 1000.00 | pL 6.785
U 9239 | E 9239 | F 908753 | FPS 2754 | D 294 | rR:μσmM 13.94 117.02 0.00 1000.00 | pL 10.074
U 9240 | E 9240 | F 908927 | FPS 3468 | D 294 | rR:μσmM 5.80 75.59 0.00 1000.00 | pL 6.874
U 9241 | E 9241 | F 909086 | FPS 3416 | D 294 | rR:μσmM 6.35 79.05 0.00 1000.00 | pL 3.551
U 9242 | E 9242 | F 909218 | FPS 3308 | D 294 | rR:μσmM 7.62 86.71 0.00 1000.00 | pL 10.147
U 9243 | E 9243 | F 909279 | FPS 2877 | D 294 | rR:μσmM 16.49 126.97 0.00 1000.00 | pL 13.456
U 9244 | E 9244 | F 909369 | FPS 3154 | D 294 | rR:μσmM 11.16 104.82 0.00 1000.00 | pL 0.160
U 9245 | E 9245 | F 909431 | FPS 2733 | D 294 | rR:μσmM 16.26 125.96 0.00 1000.00 | pL 6.749
U 9246 | E 9246 | F 909478 | FPS 2616 | D 294 | rR:μσmM 21.36 144.29 0.00 1000.00 | pL 10.077
U 9247 | E 9247 | F 909538 | FPS 2831 | D 294 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 16.678
U 9248 | E 9248 | F 909632 | FPS 3320 | D 294 | rR:μσmM 10.70 102.59 0.00 1000.00 | pL 6.734
U 9249 | E 9249 | F 909715 | FPS 3194 | D 294 | rR:μσmM 12.10 109.10 0.00 1000.00 | pL 16.690
U 9250 | E 9250 | F 909774 | FPS 2731 | D 294 | rR:μσmM 17.05 129.07 0.00 1000.00 | pL 19.997
U 9251 | E 9251 | F 909883 | FPS 3489 | D 294 | rR:μσmM 9.25 95.34 0.00 1000.00 | pL 23.303
U 9252 | E 9252 | F 909946 | FPS 2812 | D 294 | rR:μσmM 15.94 124.98 0.00 1000.00 | pL 23.316
U 9253 | E 9253 | F 910021 | FPS 3020 | D 294 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 10.019
U 9254 | E 9254 | F 910142 | FPS 3248 | D 294 | rR:μσmM 8.31 90.53 0.00 1000.00 | pL 13.338
U 9255 | E 9255 | F 910247 | FPS 3348 | D 294 | rR:μσmM 9.58 97.12 0.00 1000.00 | pL 6.724
U 9256 | E 9256 | F 910274 | FPS 1868 | D 294 | rR:μσmM 37.19 188.82 0.00 1000.00 | pL 6.703
U 9257 | E 9257 | F 910373 | FPS 3378 | D 294 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 19.977
U 9258 | E 9258 | F 910508 | FPS 3409 | D 294 | rR:μσmM 7.45 85.74 0.00 1000.00 | pL 16.700
U 9259 | E 9259 | F 910581 | FPS 2467 | D 294 | rR:μσmM 13.75 116.23 0.00 1000.00 | pL 13.362
U 9260 | E 9260 | F 910662 | FPS 2589 | D 294 | rR:μσmM 12.42 110.42 0.00 1000.00 | pL 13.478
U 9261 | E 9261 | F 910877 | FPS 3439 | D 294 | rR:μσmM 4.68 68.04 0.00 1000.00 | pL 13.473
U 9262 | E 9262 | F 910925 | FPS 2722 | D 294 | rR:μσmM 20.96 142.81 0.00 1000.00 | pL 20.051
U 9263 | E 9263 | F 910990 | FPS 2865 | D 294 | rR:μσmM 15.45 123.07 0.00 1000.00 | pL 6.802
U 9264 | E 9264 | F 911102 | FPS 3254 | D 294 | rR:μσmM 8.96 94.07 0.00 1000.00 | pL 10.092
U 9265 | E 9265 | F 911187 | FPS 3089 | D 294 | rR:μσmM 11.81 107.82 0.00 1000.00 | pL 6.756
U 9266 | E 9266 | F 911242 | FPS 2755 | D 294 | rR:μσmM 18.29 133.59 0.00 1000.00 | pL 13.394
U 9267 | E 9267 | F 911309 | FPS 2883 | D 294 | rR:μσmM 14.99 121.25 0.00 1000.00 | pL 10.061
U 9268 | E 9268 | F 911376 | FPS 2836 | D 294 | rR:μσmM 14.99 121.25 0.00 1000.00 | pL 6.746
U 9269 | E 9269 | F 911422 | FPS 2410 | D 294 | rR:μσmM 21.83 145.82 0.00 1000.00 | pL 13.368
U 9270 | E 9270 | F 911537 | FPS 3357 | D 294 | rR:μσmM 8.75 92.84 0.00 1000.00 | pL 16.655
U 9271 | E 9271 | F 911633 | FPS 3155 | D 294 | rR:μσmM 10.48 101.52 0.00 1000.00 | pL 6.785
U 9272 | E 9272 | F 911799 | FPS 3555 | D 295 | rR:μσmM 6.05 77.38 0.00 1000.00 | pL 13.357
U 9273 | E 9273 | F 911858 | FPS 2728 | D 295 | rR:μσmM 17.02 129.07 0.00 1000.00 | pL 10.037
U 9274 | E 9274 | F 911969 | FPS 3235 | D 295 | rR:μσmM 9.05 94.48 0.00 1000.00 | pL 10.041
U 9275 | E 9275 | F 912121 | FPS 3404 | D 295 | rR:μσmM 6.62 80.84 0.00 1000.00 | pL 10.011
U 9276 | E 9276 | F 912227 | FPS 3445 | D 295 | rR:μσmM 9.47 96.67 0.00 1000.00 | pL 6.708
U 9277 | E 9277 | F 912289 | FPS 2887 | D 295 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 13.324
U 9278 | E 9278 | F 912350 | FPS 2859 | D 295 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 10.001
U 9279 | E 9279 | F 912452 | FPS 3263 | D 295 | rR:μσmM 9.84 98.52 0.00 1000.00 | pL 0.101
U 9280 | E 9280 | F 912495 | FPS 2479 | D 295 | rR:μσmM 23.35 150.70 0.00 1000.00 | pL 13.451
U 9281 | E 9281 | F 912524 | FPS 1920 | D 295 | rR:μσmM 34.62 182.44 0.00 1000.00 | pL 20.104
U 9282 | E 9282 | F 912671 | FPS 3558 | D 295 | rR:μσmM 6.83 82.20 0.00 1000.00 | pL 10.143
U 9283 | E 9283 | F 912736 | FPS 2866 | D 295 | rR:μσmM 15.45 123.07 0.00 1000.00 | pL 16.701
U 9284 | E 9284 | F 912797 | FPS 2735 | D 295 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 6.777
U 9285 | E 9285 | F 912894 | FPS 3133 | D 295 | rR:μσmM 10.37 101.00 0.00 1000.00 | pL 20.006
U 9286 | E 9286 | F 913004 | FPS 3401 | D 295 | rR:μσmM 9.15 94.91 0.00 1000.00 | pL 16.678
U 9287 | E 9287 | F 913056 | FPS 2476 | D 295 | rR:μσmM 19.31 137.32 0.00 1000.00 | pL 10.051
U 9288 | E 9288 | F 913139 | FPS 3206 | D 295 | rR:μσmM 12.10 109.10 0.00 1000.00 | pL 13.337
U 9289 | E 9289 | F 913231 | FPS 3183 | D 295 | rR:μσmM 10.91 103.68 0.00 1000.00 | pL 13.366
U 9290 | E 9290 | F 913313 | FPS 2900 | D 295 | rR:μσmM 12.24 109.75 0.00 1000.00 | pL 16.637
U 9291 | E 9291 | F 913359 | FPS 2359 | D 295 | rR:μσmM 21.83 145.82 0.00 1000.00 | pL 16.628
U 9292 | E 9292 | F 913438 | FPS 3144 | D 295 | rR:μσmM 12.71 111.79 0.00 1000.00 | pL 0.091
U 9293 | E 9293 | F 913587 | FPS 3519 | D 295 | rR:μσmM 6.77 81.64 0.00 1000.00 | pL 6.721
U 9294 | E 9294 | F 913686 | FPS 3100 | D 295 | rR:μσmM 10.14 99.99 0.00 1000.00 | pL 10.032
U 9295 | E 9295 | F 913751 | FPS 2945 | D 295 | rR:μσmM 15.48 123.07 0.00 1000.00 | pL 10.021
U 9296 | E 9296 | F 913805 | FPS 2845 | D 295 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 3.383
U 9297 | E 9297 | F 913914 | FPS 3262 | D 295 | rR:μσmM 9.21 95.34 0.00 1000.00 | pL 13.306
U 9298 | E 9298 | F 913950 | FPS 2266 | D 295 | rR:μσmM 27.89 164.32 0.00 1000.00 | pL 19.962
U 9299 | E 9299 | F 914083 | FPS 3356 | D 295 | rR:μσmM 7.56 86.38 0.00 1000.00 | pL 13.319
U 9300 | E 9300 | F 914193 | FPS 3195 | D 295 | rR:μσmM 9.13 94.91 0.00 1000.00 | pL 13.524
Status saved
U 9301 | E 9301 | F 914254 | FPS 2875 | D 295 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 6.794
U 9302 | E 9302 | F 914309 | FPS 2659 | D 295 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 20.068
U 9303 | E 9303 | F 914404 | FPS 3212 | D 295 | rR:μσmM 10.57 102.05 0.00 1000.00 | pL 16.673
U 9304 | E 9304 | F 914517 | FPS 3357 | D 295 | rR:μσmM 8.90 93.65 0.00 1000.00 | pL 23.263
U 9305 | E 9305 | F 914643 | FPS 3343 | D 295 | rR:μσmM 7.98 88.73 0.00 1000.00 | pL 16.633
U 9306 | E 9306 | F 914955 | FPS 3854 | D 296 | rR:μσmM 3.22 56.52 0.00 1000.00 | pL 20.026
U 9307 | E 9307 | F 915034 | FPS 3005 | D 296 | rR:μσmM 12.73 111.79 0.00 1000.00 | pL 10.035
U 9308 | E 9308 | F 915083 | FPS 2539 | D 296 | rR:μσmM 20.49 141.38 0.00 1000.00 | pL 3.407
U 9309 | E 9309 | F 915164 | FPS 3009 | D 296 | rR:μσmM 12.40 110.42 0.00 1000.00 | pL 6.753
U 9310 | E 9310 | F 915359 | FPS 3623 | D 296 | rR:μσmM 5.16 71.43 0.00 1000.00 | pL 23.284
U 9311 | E 9311 | F 915554 | FPS 3726 | D 296 | rR:μσmM 5.15 71.43 0.00 1000.00 | pL 10.023
U 9312 | E 9312 | F 915653 | FPS 3214 | D 296 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 10.005
U 9313 | E 9313 | F 915795 | FPS 3501 | D 296 | rR:μσmM 7.08 83.62 0.00 1000.00 | pL 10.016
U 9314 | E 9314 | F 915856 | FPS 2928 | D 296 | rR:μσmM 16.46 126.98 0.00 1000.00 | pL 6.748
U 9315 | E 9315 | F 915952 | FPS 3241 | D 296 | rR:μσmM 10.48 101.52 0.00 1000.00 | pL 3.436
U 9316 | E 9316 | F 916061 | FPS 3324 | D 296 | rR:μσmM 9.23 95.34 0.00 1000.00 | pL 6.709
U 9317 | E 9317 | F 916188 | FPS 3584 | D 296 | rR:μσmM 7.91 88.38 0.00 1000.00 | pL 16.669
U 9318 | E 9318 | F 916284 | FPS 3149 | D 296 | rR:μσmM 10.48 101.52 0.00 1000.00 | pL 10.063
U 9319 | E 9319 | F 916317 | FPS 2022 | D 296 | rR:μσmM 30.42 171.40 0.00 1000.00 | pL 16.675
U 9320 | E 9320 | F 916369 | FPS 2656 | D 296 | rR:μσmM 19.31 137.32 0.00 1000.00 | pL 13.495
U 9321 | E 9321 | F 916426 | FPS 2815 | D 296 | rR:μσmM 17.61 131.28 0.00 1000.00 | pL 20.039
U 9322 | E 9322 | F 916464 | FPS 1825 | D 296 | rR:μσmM 26.47 160.05 0.00 1000.00 | pL 6.730
U 9323 | E 9323 | F 916494 | FPS 1658 | D 296 | rR:μσmM 33.53 179.47 0.00 1000.00 | pL 20.020
U 9324 | E 9324 | F 916528 | FPS 1759 | D 296 | rR:μσmM 29.53 168.94 0.00 1000.00 | pL 6.747
U 9325 | E 9325 | F 916624 | FPS 2845 | D 296 | rR:μσmM 10.48 101.52 0.00 1000.00 | pL 10.053
U 9326 | E 9326 | F 916698 | FPS 3048 | D 296 | rR:μσmM 13.59 115.45 0.00 1000.00 | pL 10.041
U 9327 | E 9327 | F 916808 | FPS 3364 | D 296 | rR:μσmM 9.15 94.91 0.00 1000.00 | pL 6.724
U 9328 | E 9328 | F 916916 | FPS 2665 | D 296 | rR:μσmM 9.31 95.77 0.00 1000.00 | pL 16.646
U 9329 | E 9329 | F 917038 | FPS 2891 | D 296 | rR:μσmM 8.23 90.16 0.00 1000.00 | pL 13.333
U 9330 | E 9330 | F 917093 | FPS 2309 | D 296 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 19.994
U 9331 | E 9331 | F 917252 | FPS 3333 | D 296 | rR:μσmM 6.33 79.05 0.00 1000.00 | pL 16.642
U 9332 | E 9332 | F 917289 | FPS 2253 | D 296 | rR:μσmM 27.14 162.14 0.00 1000.00 | pL 16.625
U 9333 | E 9333 | F 917373 | FPS 3061 | D 296 | rR:μσmM 11.98 108.45 0.00 1000.00 | pL 3.385
U 9334 | E 9334 | F 917428 | FPS 2619 | D 296 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 6.688
U 9335 | E 9335 | F 917490 | FPS 2684 | D 296 | rR:μσmM 16.23 125.96 0.00 1000.00 | pL 16.613
U 9336 | E 9336 | F 917567 | FPS 2920 | D 296 | rR:μσmM 13.04 113.21 0.00 1000.00 | pL 10.013
U 9337 | E 9337 | F 917718 | FPS 3294 | D 296 | rR:μσmM 6.66 81.11 0.00 1000.00 | pL 10.012
U 9338 | E 9338 | F 917817 | FPS 3199 | D 296 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 9.994
U 9339 | E 9339 | F 917857 | FPS 2266 | D 297 | rR:μσmM 25.15 156.10 0.00 1000.00 | pL 9.993
U 9340 | E 9340 | F 918006 | FPS 3391 | D 297 | rR:μσmM 6.74 81.65 0.00 1000.00 | pL 6.832
U 9341 | E 9341 | F 918083 | FPS 3109 | D 297 | rR:μσmM 13.06 113.21 0.00 1000.00 | pL 20.082
U 9342 | E 9342 | F 918160 | FPS 3107 | D 297 | rR:μσmM 13.06 113.21 0.00 1000.00 | pL 16.748
U 9343 | E 9343 | F 918202 | FPS 2138 | D 297 | rR:μσmM 23.90 152.44 0.00 1000.00 | pL 16.782
U 9344 | E 9344 | F 918313 | FPS 3378 | D 297 | rR:μσmM 9.05 94.48 0.00 1000.00 | pL 10.078
U 9345 | E 9345 | F 918489 | FPS 3731 | D 297 | rR:μσmM 5.72 75.16 0.00 1000.00 | pL 23.337
U 9346 | E 9346 | F 918661 | FPS 3629 | D 297 | rR:μσmM 5.84 76.03 0.00 1000.00 | pL 16.687
U 9347 | E 9347 | F 918690 | FPS 1819 | D 297 | rR:μσmM 34.62 182.44 0.00 1000.00 | pL 3.426
U 9348 | E 9348 | F 918782 | FPS 2889 | D 297 | rR:μσmM 10.93 103.68 0.00 1000.00 | pL 16.680
U 9349 | E 9349 | F 918819 | FPS 2285 | D 297 | rR:μσmM 27.14 162.14 0.00 1000.00 | pL 13.373
U 9350 | E 9350 | F 918856 | FPS 2197 | D 297 | rR:μσmM 27.14 162.14 0.00 1000.00 | pL 10.014
U 9351 | E 9351 | F 918937 | FPS 3126 | D 297 | rR:μσmM 12.40 110.42 0.00 1000.00 | pL 6.698
U 9352 | E 9352 | F 918964 | FPS 2031 | D 297 | rR:μσmM 37.19 188.82 0.00 1000.00 | pL 6.707
U 9353 | E 9353 | F 919032 | FPS 2906 | D 297 | rR:μσmM 14.79 120.36 0.00 1000.00 | pL 13.348
U 9354 | E 9354 | F 919069 | FPS 2289 | D 297 | rR:μσmM 27.19 162.14 0.00 1000.00 | pL 10.066
U 9355 | E 9355 | F 919176 | FPS 3274 | D 297 | rR:μσmM 9.40 96.22 0.00 1000.00 | pL 16.626
U 9356 | E 9356 | F 919237 | FPS 2717 | D 297 | rR:μσmM 16.49 126.97 0.00 1000.00 | pL 10.061
U 9357 | E 9357 | F 919275 | FPS 2317 | D 297 | rR:μσmM 26.47 160.05 0.00 1000.00 | pL 6.721
U 9358 | E 9358 | F 919384 | FPS 3143 | D 297 | rR:μσmM 9.21 95.34 0.00 1000.00 | pL 19.971
U 9359 | E 9359 | F 919438 | FPS 2657 | D 297 | rR:μσmM 18.59 134.81 0.00 1000.00 | pL 6.680
U 9360 | E 9360 | F 919474 | FPS 2225 | D 297 | rR:μσmM 27.89 164.32 0.00 1000.00 | pL 13.460
U 9361 | E 9361 | F 919549 | FPS 3095 | D 297 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 26.711
U 9362 | E 9362 | F 919574 | FPS 1807 | D 297 | rR:μσmM 40.24 195.91 0.00 1000.00 | pL 20.064
U 9363 | E 9363 | F 919686 | FPS 3115 | D 297 | rR:μσmM 8.98 94.06 0.00 1000.00 | pL 10.094
U 9364 | E 9364 | F 919759 | FPS 2896 | D 297 | rR:μσmM 13.78 116.23 0.00 1000.00 | pL 16.716
U 9365 | E 9365 | F 919919 | FPS 3597 | D 297 | rR:μσmM 6.29 78.81 0.00 1000.00 | pL 10.088
U 9366 | E 9366 | F 920006 | FPS 3050 | D 297 | rR:μσmM 11.54 106.59 0.00 1000.00 | pL 16.677
U 9367 | E 9367 | F 920100 | FPS 3207 | D 297 | rR:μσmM 10.70 102.59 0.00 1000.00 | pL 13.350
U 9368 | E 9368 | F 920188 | FPS 3180 | D 297 | rR:μσmM 11.41 105.99 0.00 1000.00 | pL 19.974
U 9369 | E 9369 | F 920300 | FPS 3369 | D 297 | rR:μσmM 8.96 94.07 0.00 1000.00 | pL 6.726
U 9370 | E 9370 | F 920351 | FPS 2469 | D 297 | rR:μσmM 19.69 138.64 0.00 1000.00 | pL 10.017
U 9371 | E 9371 | F 920438 | FPS 3012 | D 297 | rR:μσmM 11.59 106.58 0.00 1000.00 | pL 6.721
U 9372 | E 9372 | F 920521 | FPS 3120 | D 297 | rR:μσmM 12.12 109.09 0.00 1000.00 | pL 13.383
U 9373 | E 9373 | F 920573 | FPS 2607 | D 297 | rR:μσmM 19.31 137.32 0.00 1000.00 | pL 6.732
U 9374 | E 9374 | F 920632 | FPS 2747 | D 297 | rR:μσmM 17.02 129.07 0.00 1000.00 | pL 23.280
U 9375 | E 9375 | F 920714 | FPS 2939 | D 297 | rR:μσmM 12.29 109.75 0.00 1000.00 | pL 13.340
U 9376 | E 9376 | F 920779 | FPS 2829 | D 297 | rR:μσmM 15.45 123.07 0.00 1000.00 | pL 16.659
U 9377 | E 9377 | F 920878 | FPS 3067 | D 298 | rR:μσmM 10.16 99.99 0.00 1000.00 | pL 16.662
U 9378 | E 9378 | F 920919 | FPS 2213 | D 298 | rR:μσmM 24.54 154.24 0.00 1000.00 | pL 23.289
U 9379 | E 9379 | F 920976 | FPS 2632 | D 298 | rR:μσmM 17.65 131.27 0.00 1000.00 | pL 6.750
U 9380 | E 9380 | F 921040 | FPS 2783 | D 298 | rR:μσmM 15.72 124.01 0.00 1000.00 | pL 13.473
U 9381 | E 9381 | F 921087 | FPS 2368 | D 298 | rR:μσmM 21.36 144.29 0.00 1000.00 | pL 13.410
U 9382 | E 9382 | F 921248 | FPS 3353 | D 298 | rR:μσmM 6.26 78.56 0.00 1000.00 | pL 13.458
U 9383 | E 9383 | F 921314 | FPS 2781 | D 298 | rR:μσmM 15.24 122.14 0.00 1000.00 | pL 16.733
U 9384 | E 9384 | F 921368 | FPS 2529 | D 298 | rR:μσmM 18.63 134.80 0.00 1000.00 | pL 10.067
U 9385 | E 9385 | F 921467 | FPS 3163 | D 298 | rR:μσmM 10.14 99.99 0.00 1000.00 | pL 19.960
U 9386 | E 9386 | F 921535 | FPS 2731 | D 298 | rR:μσmM 14.76 120.37 0.00 1000.00 | pL 13.344
U 9387 | E 9387 | F 921662 | FPS 3402 | D 298 | rR:μσmM 7.91 88.38 0.00 1000.00 | pL 10.043
U 9388 | E 9388 | F 921743 | FPS 2816 | D 298 | rR:μσmM 12.42 110.42 0.00 1000.00 | pL 16.677
U 9389 | E 9389 | F 921819 | FPS 2927 | D 298 | rR:μσmM 13.21 113.95 0.00 1000.00 | pL 29.955
U 9390 | E 9390 | F 921900 | FPS 3090 | D 298 | rR:μσmM 12.42 110.42 0.00 1000.00 | pL 13.355
U 9391 | E 9391 | F 921943 | FPS 2402 | D 298 | rR:μσmM 23.40 150.69 0.00 1000.00 | pL 3.409
U 9392 | E 9392 | F 922094 | FPS 3544 | D 298 | rR:μσmM 6.65 81.11 0.00 1000.00 | pL 13.352
U 9393 | E 9393 | F 922139 | FPS 2499 | D 298 | rR:μσmM 22.36 147.39 0.00 1000.00 | pL 10.037
U 9394 | E 9394 | F 922183 | FPS 2433 | D 298 | rR:μσmM 22.86 149.01 0.00 1000.00 | pL 13.359
U 9395 | E 9395 | F 922229 | FPS 2546 | D 298 | rR:μσmM 21.87 145.81 0.00 1000.00 | pL 3.415
U 9396 | E 9396 | F 922298 | FPS 2762 | D 298 | rR:μσmM 14.55 119.50 0.00 1000.00 | pL 13.354
U 9397 | E 9397 | F 922338 | FPS 2322 | D 298 | rR:μσmM 25.10 156.11 0.00 1000.00 | pL 10.017
U 9398 | E 9398 | F 922446 | FPS 3181 | D 298 | rR:μσmM 9.30 95.78 0.00 1000.00 | pL 19.952
U 9399 | E 9399 | F 922521 | FPS 2480 | D 298 | rR:μσmM 13.39 114.69 0.00 1000.00 | pL 13.396
U 9400 | E 9400 | F 922589 | FPS 2276 | D 298 | rR:μσmM 14.79 120.36 0.00 1000.00 | pL 23.493
Status saved
U 9401 | E 9401 | F 922720 | FPS 2872 | D 298 | rR:μσmM 7.71 87.03 0.00 1000.00 | pL 10.189
U 9402 | E 9402 | F 922823 | FPS 3175 | D 298 | rR:μσmM 9.77 98.05 0.00 1000.00 | pL 10.161
U 9403 | E 9403 | F 922926 | FPS 3149 | D 298 | rR:μσmM 9.75 98.05 0.00 1000.00 | pL 33.331
U 9404 | E 9404 | F 922997 | FPS 2803 | D 298 | rR:μσmM 14.17 117.83 0.00 1000.00 | pL 13.427
U 9405 | E 9405 | F 923030 | FPS 2045 | D 298 | rR:μσmM 30.42 171.40 0.00 1000.00 | pL 13.438
U 9406 | E 9406 | F 923092 | FPS 2624 | D 298 | rR:μσmM 16.19 125.96 0.00 1000.00 | pL 6.822
U 9407 | E 9407 | F 923147 | FPS 2648 | D 298 | rR:μσmM 18.25 133.60 0.00 1000.00 | pL 13.421
U 9408 | E 9408 | F 923208 | FPS 2895 | D 298 | rR:μσmM 16.49 126.97 0.00 1000.00 | pL 10.090
U 9409 | E 9409 | F 923258 | FPS 2654 | D 298 | rR:μσmM 20.08 139.99 0.00 1000.00 | pL 13.413
U 9410 | E 9410 | F 923358 | FPS 3151 | D 298 | rR:μσmM 10.04 99.50 0.00 1000.00 | pL 13.380
U 9411 | E 9411 | F 923427 | FPS 2918 | D 298 | rR:μσmM 14.55 119.50 0.00 1000.00 | pL 20.060
U 9412 | E 9412 | F 923487 | FPS 2678 | D 298 | rR:μσmM 16.77 128.01 0.00 1000.00 | pL 13.407
U 9413 | E 9413 | F 923523 | FPS 2272 | D 298 | rR:μσmM 27.94 164.31 0.00 1000.00 | pL 16.754
U 9414 | E 9414 | F 923650 | FPS 2722 | D 299 | rR:μσmM 7.92 88.38 0.00 1000.00 | pL 20.001
U 9415 | E 9415 | F 923761 | FPS 2718 | D 299 | rR:μσmM 9.06 94.48 0.00 1000.00 | pL 13.382
U 9416 | E 9416 | F 923859 | FPS 3093 | D 299 | rR:μσmM 10.24 100.49 0.00 1000.00 | pL 16.689
U 9417 | E 9417 | F 923989 | FPS 3517 | D 299 | rR:μσmM 7.74 87.36 0.00 1000.00 | pL 16.733
U 9418 | E 9418 | F 924217 | FPS 3646 | D 299 | rR:μσmM 4.41 66.08 0.00 1000.00 | pL 13.361
U 9419 | E 9419 | F 924314 | FPS 3105 | D 299 | rR:μσmM 10.39 101.00 0.00 1000.00 | pL 13.356
U 9420 | E 9420 | F 924371 | FPS 2615 | D 299 | rR:μσmM 17.65 131.27 0.00 1000.00 | pL 10.234
U 9421 | E 9421 | F 924539 | FPS 3454 | D 299 | rR:μσmM 5.99 76.92 0.00 1000.00 | pL 6.888
U 9422 | E 9422 | F 924629 | FPS 3049 | D 299 | rR:μσmM 11.18 104.82 0.00 1000.00 | pL 6.809
U 9423 | E 9423 | F 924760 | FPS 3378 | D 299 | rR:μσmM 7.68 87.03 0.00 1000.00 | pL 16.675
U 9424 | E 9424 | F 924836 | FPS 2917 | D 299 | rR:μσmM 13.24 113.94 0.00 1000.00 | pL 10.058
